filename,transunet_dice,medsegdiff_dice,wmh_dice,transunet_iou,medsegdiff_iou,wmh_iou,transunet_sensitivity,medsegdiff_sensitivity,wmh_sensitivity,transunet_specificity,medsegdiff_specificity,wmh_specificity,transunet_precision,medsegdiff_precision,wmh_precision,transunet_accuracy,medsegdiff_accuracy,wmh_accuracy
ISIC_0000003.png,0.9648331897448086,0.8897272322658585,0.9226681037615604,0.9320557616283658,0.8013591417554309,0.8564381199360236,0.9965709288410199,0.8051029488477707,0.9981857375187947,0.9655059044808301,0.9976718492551064,0.9175207679456842,0.9350545590648662,0.9942307145766822,0.8577733536812475,0.9758379535486571,0.9336245365964428,0.9443494745328969
ISIC_0000012.png,0.8335171133795513,0.8604752617532334,0.9226547463835599,0.7145558009808693,0.7551176669293999,0.8564151030381264,1.0,0.8783957247269012,0.9732795431325806,0.9795507851001943,0.9916427629840915,0.9930146265057979,0.7145558009808693,0.8432713829439429,0.8770360228506681,0.9805466184616405,0.9861278725917686,0.9920535698339273
ISIC_0000013.png,0.968879600135974,0.8611371892730315,0.922208278031637,0.939637699209268,0.7561377728396832,0.8556460949128603,0.9983239150852832,0.7663236660076488,0.9933319841628138,0.9796401330935799,0.9956086561574388,0.9475440783675568,0.9411223731068759,0.9827250041590417,0.8605891132730313,0.9842334354755994,0.9392402350377739,0.9588007766554318
ISIC_0000014.png,0.9003296486174516,0.8502643920556482,0.8836353964816293,0.8187268552666916,0.7395303634857953,0.7915293925449941,1.0,0.9984476497602174,0.805849957957181,0.915543469832296,0.8664500165659784,0.9930986838858851,0.8187268552666916,0.7403816506218096,0.9780418192319122,0.9388638990449996,0.9028976595728395,0.9413949180608108
ISIC_0000015.png,0.957369959949876,0.8957265124611774,0.8708945785756557,0.9182259508884385,0.8111455382828673,0.7713137870483691,0.9485215359148301,0.9899271857790473,0.7841485713049218,0.9898183700043405,0.9319839070481787,0.994864946078595,0.9663850262074439,0.8178961718104008,0.9792202879165569,0.9800797066875544,0.9456481526367758,0.9451735865713112
ISIC_0000020.png,0.95819360004126,0.9247780028559094,0.903638409855178,0.9197424781410524,0.8600809928667966,0.8242156766325728,0.9780157524528604,0.8725966479662691,0.8403271817548292,0.9805441330650438,0.9955315011846718,0.9939973550797709,0.9391589858145956,0.9835972003628113,0.977266830504077,0.9799501300341104,0.9666499020032792,0.9578949786103311
ISIC_0000022.png,0.8815982555307073,0.91127662856164,0.8604405299407635,0.7882661663309957,0.8370139306899537,0.7550641739619224,0.7882661663309957,0.8410861307739239,0.7613858073488988,1.0,0.9960378731456915,0.9931816797579982,1.0,0.9942488980156526,0.989123449950995,0.9049632041158623,0.9264877362757477,0.8891400316604791
ISIC_0000023.png,0.9388390735401286,0.8570813271113168,0.9188283392815513,0.8847282727156007,0.7499057872115051,0.8498450085816911,0.9993558135299395,0.9932916916808883,0.9903068486128068,0.9725904340864691,0.9313387341439782,0.965034341335609,0.8852331188269669,0.753723073458242,0.8569735778349177,0.9772640540489607,0.9421566110095547,0.9694472843601003
ISIC_0000027.png,0.9357127499462481,0.862206412311528,0.9242219195358071,0.8791919191919192,0.7577880747800453,0.8591194934340083,0.9953218108345978,0.7898347965161213,0.9963848922565401,0.9696802274851866,0.9902926330164886,0.9633247478481376,0.8828401307248064,0.9491785007543994,0.8618058094546883,0.974467260614741,0.952869113129676,0.9694967538586209
ISIC_0000036.png,0.9339155906189305,0.91229308327119,0.8735413863173935,0.876024058133566,0.8387306077034401,0.7754757926361994,0.8885006673498161,0.9958995980853756,0.9958409134341205,0.9908413300343414,0.8794974488290159,0.8172630042953339,0.9842232908565095,0.841637026515272,0.7779955187420502,0.9507872717335997,0.9250548875864538,0.8871547735710382
ISIC_0000037.png,0.8665002009654175,0.8826150129943943,0.9075238610624338,0.7644467177704202,0.7898933879178442,0.8307035995724367,0.7644467177704202,0.798605130190153,0.8369232683361788,1.0,0.9918145059103207,0.9944431391339054,1.0,0.9863777851009372,0.9911331871902714,0.8996528890187137,0.9095061530633398,0.9273387294348228
ISIC_0000040.png,0.8836474299028387,0.8576934653527271,0.9220091385118233,0.7915487038525212,0.7508435252167843,0.8553032975056774,0.9983846820581515,0.7858682960723777,0.9901290105371738,0.9485788834900135,0.990820502194086,0.9689797253198799,0.7925637176293971,0.9439683359146447,0.8626590692071971,0.956768369673784,0.9571205453894427,0.9724572677760398
ISIC_0000043.png,0.9313787753602609,0.9172266928844864,0.8995933477910381,0.8715705377031546,0.8471087039705106,0.8175099141623596,0.9890168892318012,0.9910738833717431,0.829688370425923,0.9066961157684591,0.8823258544442263,0.9896851730217788,0.8800887937019493,0.853621402340292,0.9823617436121186,0.9403757090628121,0.9268175329325519,0.9242262734862333
ISIC_0000052.png,0.9814709865719876,0.9355322866698235,0.948150752532089,0.9636161303532235,0.8788733326096101,0.9014131586009567,0.9920713882369211,0.9951761849702101,0.9064297046361636,0.9531781996698765,0.7901766952327005,0.9911758973328217,0.971094723087842,0.8826334146746561,0.9938977710805947,0.9770290739309877,0.9158906629855078,0.9392061087763601
ISIC_0000053.png,0.9495157198748183,0.9208381999484785,0.9247912965593005,0.9038837970632636,0.8532902108882242,0.8601039906019557,0.9283826899378498,0.8552624396181556,0.8682337199862018,0.9721207067310047,0.9976225662664853,0.9902776101892747,0.9716332747424798,0.9973048121968761,0.9892307346205812,0.9499433456457419,0.9254388651225901,0.928395256581799
ISIC_0000056.png,0.948693805406345,0.8912684878953326,0.921015090240423,0.9023953347607057,0.803863224022079,0.8535940418718614,0.983676046982005,0.8103740508723485,0.9957224093916349,0.9410925278343285,0.9947029543838458,0.8911047038310556,0.916114248301825,0.9901042349070475,0.8567357018275672,0.9579303139664173,0.9218181689689614,0.9324711899063377
ISIC_0000057.png,0.9378387729212317,0.9046920091950483,0.902361076139379,0.8829533116178068,0.8259704273043621,0.8220928180695253,0.999936241335653,0.8561361642180303,0.848682472743171,0.9681160034457337,0.9912110409608307,0.9922164119507632,0.8830030242584133,0.9590867039440567,0.9632884303245216,0.9742882281439044,0.9650103414808812,0.9643748939939317
ISIC_0000064.png,0.9550800086850703,0.9059683997559331,0.9072404401227574,0.9140221420045714,0.8281007601186484,0.8302287835621169,0.9997603824014969,0.9940941309545414,0.8471662576135849,0.9529035026029572,0.8993582173391894,0.9897571310413156,0.9142224191404519,0.8321949176166575,0.97648485193113,0.9685656672257505,0.9310242070746094,0.9420953630590053
ISIC_0000066.png,0.9579572528263057,0.903532615797975,0.9285356359347596,0.9193070585871344,0.824039664851078,0.8666043100227849,0.9206892685577279,0.9938191216253123,0.8736398474041748,0.9984915651669806,0.7932953965337725,0.9918550287410194,0.9983696092673529,0.8282845950187486,0.9907928155270168,0.9595271278096763,0.8937203770998785,0.9326512747565379
ISIC_0000069.png,0.8830189344211741,0.891322113146652,0.9120459806817275,0.790540647135848,0.803950474448809,0.8383129842686077,1.0,0.8597585312312912,0.8550089802434644,0.9611587147884749,0.9898237997583573,0.9970803944685469,0.790540647135848,0.925291553016473,0.9772366995495239,0.9661246577893896,0.9731946715926284,0.9789162543980282
ISIC_0000071.png,0.7428436573108135,0.8477117794796293,0.9065124263466386,0.5908920251890029,0.735676859646109,0.8290102678697706,1.0,0.989443890886511,0.8464526563560485,0.9329088682875634,0.9665740773132762,0.9979611684449886,0.5908920251890029,0.7414966722579946,0.9757461754864915,0.9388358333099452,0.9685944424741731,0.9845766028724005
